56084.175637	15.067000	0.063900
55425.173886	14.835500	0.022900
55485.064471	14.883000	0.053000
55769.199770	14.954400	0.074200
55787.152830	14.860400	0.066800
55816.039582	15.067700	0.044700
55817.015447	14.930300	0.049400
55828.027550	14.812500	0.054400
55829.051061	14.845500	0.040700
55847.011094	14.844000	0.041400
56013.335064	14.779400	0.046300
56019.236788	14.856500	0.024100
56084.240178	14.774700	0.030700
56086.182139	14.749300	0.023300
56090.027096	15.091100	0.043400
56095.189441	14.814500	0.031300
56096.034166	14.757700	0.035900
56099.015086	14.909700	0.038000
56099.165036	14.937700	0.047200
56104.139159	15.116900	0.057000
56105.131589	15.075400	0.037000
56112.971258	14.760900	0.036900
56114.240959	14.961500	0.035900
56122.213277	14.832200	0.022100
56123.193299	14.766400	0.032500
56124.153013	14.751400	0.025700
56125.125883	14.722900	0.026600
56126.124530	14.781500	0.025400
56127.140679	14.839400	0.045800
56130.192514	14.822000	0.053400
56133.143935	14.861900	0.054700
56134.170286	15.002100	0.035900
56141.073626	14.996600	0.028500
56151.091028	14.907800	0.035300
56152.004530	14.845800	0.030300
56154.028583	14.774100	0.044900
56155.026375	14.846000	0.041100
56157.009279	14.988500	0.040000
56169.021289	14.854800	0.044300
56171.991646	14.873700	0.049800
56177.979520	14.981400	0.028100
56180.989909	15.138800	0.076400
56181.052253	14.945200	0.044900
56183.985560	14.590600	0.050700
56203.050065	14.812500	0.039200
56203.999179	14.839800	0.044800
56204.019580	14.845300	0.056600
56205.018329	14.879000	0.042300
56209.013819	14.844100	0.050800
56216.990227	15.005600	0.046500
56353.318784	14.735400	0.035900
56504.131911	14.698500	0.051400
56504.982046	15.193200	0.067100
56505.045039	15.385600	0.047300
56505.110626	14.780600	0.064700
56507.074187	14.666400	0.040800
56516.085828	14.836000	0.043900
56531.022514	14.753000	0.035400
56532.003892	14.775800	0.055700
56555.027890	14.846200	0.033500
56556.085638	15.006100	0.030600
56571.051618	14.924300	0.047200
56577.019677	15.065400	0.033800
56584.008282	14.817500	0.045500
56733.310758	14.740000	0.044600
56809.162980	14.963900	0.043200
56810.258156	14.824500	0.049200
56811.096971	15.200100	0.034300
56816.054080	14.762500	0.025100
56816.183749	14.819800	0.025400
56827.336969	14.803400	0.063400
56829.273574	14.863800	0.035800
56832.008172	15.041500	0.067700
56833.198835	14.848400	0.035400
56845.968878	14.799400	0.043200
56846.201371	14.886000	0.051600
56846.282418	14.864400	0.041600
56851.007000	15.034900	0.062300
56865.018020	15.042500	0.038000
56884.172885	14.816300	0.038000
57134.376148	14.899700	0.059800
57200.013625	14.687200	0.046100
57228.238330	14.772900	0.026200
57237.035295	14.882400	0.039700
57239.074617	14.894100	0.047500
57252.061156	14.787100	0.035700
