56017.352517 15.411000 0.067200
55296.353276 15.089400 0.067900
55726.308394 15.160100 0.045500
55777.198284 15.278100 0.039000
55777.208958 15.277500 0.034300
55791.092070 15.358800 0.031400
55794.099653 15.254800 0.036500
55797.099536 15.222900 0.034600
55807.052058 15.230700 0.034500
55823.063406 15.132600 0.057400
55834.012714 15.190800 0.035500
55992.364577 15.117800 0.039000
55995.342253 15.242900 0.048900
56003.327852 15.192400 0.032400
56006.309525 15.307700 0.030300
56010.295571 15.186800 0.041500
56010.355748 15.215700 0.029100
56015.392476 15.188900 0.028900
56017.358987 15.475300 0.050900
56065.395825 15.197700 0.029800
56075.296103 15.166000 0.035500
56078.288181 15.308700 0.032600
56079.166876 15.205200 0.038400
56080.293889 15.206100 0.039600
56081.306580 15.445200 0.032400
56107.126197 15.317200 0.043900
56121.234330 15.121300 0.039000
56125.259332 15.139000 0.030700
56152.118986 15.486400 0.035400
56155.009142 15.480500 0.033000
56157.131442 15.233600 0.038500
56158.164212 15.152900 0.030300
56168.109021 15.224300 0.032200
56180.046320 15.181000 0.029200
56183.059394 15.322700 0.027700
56190.042549 15.385800 0.046200
56206.052479 15.155900 0.048400
56215.018857 15.139800 0.036900
56367.371146 15.394400 0.071000
56377.410781 15.132000 0.065800
56404.398756 15.207900 0.035900
56488.077484 15.196600 0.050200
56498.191661 15.235500 0.049700
56506.005744 15.231200 0.027600
56506.120903 15.414700 0.039600
56507.145255 15.190500 0.040500
56508.128321 15.113100 0.023200
56509.162442 15.177200 0.019200
56523.113652 15.166500 0.036000
#56532.046521 15.719500 0.066600
56532.099056 15.287200 0.044900
56533.095164 15.308400 0.049800
56535.091327 15.170000 0.030600
56541.050915 15.186800 0.043600
56542.045658 15.162000 0.054500
56545.031986 15.121100 0.040200
56557.023771 15.133000 0.035000
56570.027422 15.462800 0.041200
56580.016481 15.114600 0.038000
56581.020633 15.252800 0.051700
56585.021502 15.482800 0.027600
56809.111342 15.172000 0.034800
56814.085820 15.450200 0.048500
56816.123017 15.130300 0.024700
56825.059279 15.503800 0.089700
56825.165506 15.195300 0.031400
56828.115236 15.170600 0.034000
56833.117281 15.414200 0.035500
56841.304480 15.312300 0.048100
56845.201079 15.521100 0.040300
56852.116764 15.517500 0.038000
56885.978109 15.309400 0.042500
56885.992531 15.305000 0.039200
56886.006310 15.408500 0.038900
56899.063458 15.220100 0.031100
56899.103484 15.195700 0.033900
56899.143805 15.251600 0.026900
56900.070131 15.153000 0.039800
57214.986519 15.155300 0.034600
57264.155397 15.299200 0.046700
57273.106357 15.127000 0.024800
57282.092336 15.349400 0.044100
