filename period AD Amplitude GP_RiseDownRatio R2Template iqr p41
b299_102_51696 0.6183569999999999 2.9840830570234544 0.15720000000000045 0.7543867523898452 0.1482457347112971 0.3144000000000009 1.9452592495934613
b299_102_75503 0.341358 2.7395886925281303 0.13980000000000015 0.3623037049114349 -0.1784557165541072 0.2796000000000003 5.451426268208576
b299_102_12371 0.651903 2.174237440969989 0.24914999999999932 1.6260248210611536 0.7543162832651382 0.49829999999999863 5.6190748879660735
b299_102_42048 0.317038 2.2938467700235634 0.18900000000000006 1.344482271067679 -0.31966779427543934 0.3780000000000001 5.941023711470067
b299_102_6554 0.83129 6.490645024310808 0.1288499999999999 1.6098001630674361 0.62880168123152 0.2576999999999998 2.2161382268216494
