filename period AD Amplitude GP_RiseDownRatio R2Template iqr p41
b299_102_42048 0.317038 2.2938467700235634 0.18900000000000006 1.344482271067679 -0.31966779427543934 0.3780000000000001 5.941023711470067
b299_102_6554 0.83129 6.490645024310808 0.1288499999999999 1.6098001630674361 0.62880168123152 0.2576999999999998 2.2161382268216494
